questionLogID,questionID,difficulty,createdAt
"X'087146669F1843C888248C3A18D33B07'","X'8F08CBA1E4944AA085F430F346D278F8'",0.42,2024-04-02 10:14:35
"X'087AD8DFFF054E6CB51AEFB4327C0628'","X'87958784ABBF4B3B8ADE06593A953063'",0.30,2024-04-07 20:55:07
"X'087DBA5113364408B489C8AB998D1B9F'","X'E3E8AA7A4A674315BF28AD9FEA88DE86'",0.33,2024-04-07 21:52:54
"X'087E4F8AA2374B1E81942BBC771475A5'","X'258DFCFF389A43A5B3CED09C423793A0'",0.60,2024-04-07 14:45:08
"X'0880AB7A381E4C9AA51EB5B70675547C'","X'77B59222543E4789A8EF2E3B8DC98721'",0.60,2024-04-01 23:44:41
"X'08A0DC3FF1D1403FA1F1DE18C17811A5'","X'5A330EE610CE472CB2D1C30BCCB65A7C'",0.63,2024-04-07 17:44:16
"X'08AD9859ED414683BAC459867B1DBE24'","X'55DF2443654F4DF2BEB1E5A387C3A613'",0.50,2024-04-07 17:06:52
"X'08B5108E5A1D46E3A26AFE13B2D9B0A2'","X'2FAF40DD962C4EC1B90DE4B7EC9F1791'",0.56,2024-04-07 13:17:04
"X'08C27EBA8DFC47FBB6891F82E143525F'","X'B59D366BC56643BFAF12623FA6BCAD37'",0.51,2024-04-07 16:32:08
"X'08C3E659521F4598B9C36A25FA990583'","X'400081C4B421474DA9B46805937EDFC3'",0.80,2024-04-07 17:23:29
"X'08C4893D83EF4725A1A6F84755C273F1'","X'E382993DFCF841E7A1ACCDF209C9A665'",0.30,2024-04-07 18:46:07
"X'08DCD91D0C054364B5221BECF5557BCF'","X'8747C41946404CCAB00C3C9FDFC75F13'",0.86,2024-04-07 16:56:54
"X'08DFB36A182940B69A465861FE5798CF'","X'4F2ED2B0468042C988ABF8CA49A8A8A5'",0.86,2024-04-07 15:50:55
"X'08FB775DACB442758F623F62923479DC'","X'09DD8F7502164FD9BFF3FDBA141C84FB'",0.80,2024-04-08 20:10:56
"X'08FEA8679624431EBD561967D3C9FDF4'","X'DF64EEF14C4D42BFBE10198764ADE907'",0.40,2024-04-06 20:52:32
"X'09047A52471E496AA930C6FB21DE1556'","X'420F23C5101F44AB98DCC78431B8F647'",0.63,2024-04-08 23:10:04
"X'09052E18A66A4448804E89D359A26CD7'","X'195B4477A60D44C89E51BE8EAA9FB032'",0.50,2024-04-05 13:17:33
"X'09145544FB1A4FA48345ABD7FD65EA0E'","X'69A364F4B9D243909F8641E5F7F70C30'",0.40,2024-04-07 14:06:43
"X'0921C92891574A378D5AB437E2E24853'","X'4D7DA4CD4E81405C9FDA86DE06118953'",1.27,2024-04-09 08:06:16
"X'0925DFE1123A421EBC4CD3740A582BAF'","X'CF516B1FC9BF4D37A5E60C4A012A4AA3'",0.16,2024-04-08 18:56:20
"X'09295D636A0D4C99BABA03BBB9455338'","X'9DACA0DFD5D6422BBC4E027D0F0AE0AA'",0.64,2024-04-07 15:18:46
"X'092CF41C2D2341CCA5AA6935A71FCFD9'","X'EBA8F46D563640EEAFF50B6F16427171'",0.40,2024-04-03 12:52:41
"X'092EBAA4286A4F8FBD31721CBB1048E6'","X'30E8F0AC4D0E4033BB6C287877297DDC'",1.22,2024-04-08 19:09:38
"X'093EAC8AE7EE4278805CAA0B0AC9E33E'","X'20C0F166647343B389659F7A15C18A65'",3.09,2024-04-08 16:44:34
"X'094E605A69804A95BE5CD32A1E69F925'","X'EBA8F46D563640EEAFF50B6F16427171'",0.40,2024-04-03 21:06:44
"X'094F29392D1B4CE887B2A1D9204EF4E5'","X'98CC2B038E664125B0FF0BAAED648D24'",0.71,2024-04-08 20:33:02
"X'0952F91165C741DDBE9F3E499B7719C1'","X'7E55FD752F144821B3EEDED4A4923F60'",0.80,2024-04-07 11:27:16
"X'0955392218E9426CA060B67D3615C585'","X'BC9212810435424E9CCE873D5DABB4E2'",0.50,2024-04-07 11:15:46
"X'096328A366DF4E109D5E1EBA3904A3A8'","X'02509974F844418395B36940B7358970'",1.03,2024-04-08 17:44:21
"X'0967CE4CCCCF4282A4646007864FB728'","X'A31CAE2A80D54C019080B792408B9539'",0.50,2024-04-07 14:04:19
"X'0968AFC958BB4B12A7D366CDB5AB815C'","X'4EDABABF83AB47F881550E12FB8002C8'",0.70,2024-04-02 00:36:24
"X'096A4EB7C6EF463F9A24680C65EBF520'","X'AC9AA6ECA24E4C6FBCE5C912441AA8C8'",0.61,2024-04-07 16:20:08
"X'096C28E601424D079B161AE07EAF8B6A'","X'2FE7EF035C7442EF9F7A2D9727E9B846'",0.50,2024-04-08 19:13:31
"X'09809B6386A44BD6922C322C2611A597'","X'CE9DC6BD442A451DA61A3761DAFE7A25'",0.78,2024-04-07 23:02:27
"X'0996D8178F444858BED7CFEF5F84A10B'","X'DA28151514634320ADCCBC621F9E9A48'",0.80,2024-04-01 23:45:02
"X'099B53F1896F43B389086F7C5BD4C316'","X'37125837CC1D40E9ADEB5C1BDEF99B05'",0.76,2024-04-03 13:41:41
"X'09A0F58E8A064B61BC45BAF887D3B738'","X'C85C4621113642F9A1E870E30BF7421C'",0.40,2024-04-07 11:16:01
"X'09B39C3DFAB8481CB7BC4616FBFCBF35'","X'4762AC9F9C5346129D46ABBF4F26D259'",0.88,2024-04-07 23:37:36
"X'09B3F917C4A3478C851215F83CC94FA2'","X'A9280676F6FF472BAE9905F0FBF4EC94'",0.90,2024-04-07 19:50:16
"X'09B4FBA634CD42BBA49DE19064991557'","X'77B59222543E4789A8EF2E3B8DC98721'",0.64,2024-04-05 10:55:04
"X'09C559178B1349E3BFBCC41686038AEC'","X'F55AA1AD5F6444A685350ED3B9D75BE4'",0.70,2024-04-07 13:13:05
"X'09C745F4110E4668AA7AE5ED21B870BF'","X'9ACC0A0304D7491C80C0978E2AAB4AEE'",3.03,2024-04-08 18:07:39
"X'09CDB03AD51647A48AB24BF98B6496D4'","X'47C22DDE1D7B41EA81E19AFBF5908482'",4.26,2024-04-08 22:45:24
"X'09D81A8C424F485E83EAB80631400B0B'","X'278A89C47DFE48DA830117E1AF601A2A'",0.30,2024-04-07 13:18:03
"X'09E16F209E4248DFB63A43B0F199E9F7'","X'30EAB9F54D014A67B3840F2ACE372A2E'",1.66,2024-04-07 18:27:39
"X'09F1461F82D540929143F672B84161D8'","X'1DDB42EA55764BCC892351348F1F4184'",0.80,2024-04-04 18:39:07
"X'09F2D4000CDF45C5AEAA9EAD27969F2B'","X'766F249974124A3DABA6C523BBB50300'",1.46,2024-04-05 16:34:48
"X'0A2AA0B8C7AB4A6FAE60D2D5C0B7E258'","X'EE6B262055964B39832A980BE6D2E0E8'",0.83,2024-04-07 17:21:01
"X'0A3056CDB9F9459E9E0B5FAC6CB07B09'","X'B7284E27B83B409B8BB4F7ABE998F8EF'",7.86,2024-04-08 21:57:46
"X'0A3C74FCBD9E4C87A38544E6D75255E9'","X'567BAFD3F48E4ED296A232F6F796692A'",8.70,2024-04-09 11:03:14
"X'0A3DAE7D33614A90ACFFC6D02A6A23FC'","X'A89308FDE83C48F1AA6B214C55C1CAD0'",0.28,2024-04-03 08:37:20
"X'0A4742F1CF8F4A6585E18C9F44EA2ECA'","X'31E1E03A725243C2BB3560A2B6C8D220'",0.53,2024-04-07 16:51:47
"X'0A827F0E407E45AF8D7AF7F7563B3B97'","X'91D6CB3D7150444E9BBC776515CDDABB'",0.40,2024-04-07 21:20:13
"X'0A8B03FBE8F4449EA666C3B429F432AC'","X'1973D7C3169D4D74904B6B85A0D6F1FE'",1.61,2024-04-08 20:14:03
"X'0A8C742B8A4F4EAC8F5CC2C483DF7181'","X'42860377218E404BA5EB04A41AF93C02'",0.60,2024-04-04 01:36:21
"X'0A8DB4259131471397506D07B85FFB31'","X'703B12FF2EF54D07AC891E31FA53B692'",1.10,2024-04-08 20:19:30
"X'0AAFEB99A9D143D48EFAB240928C17DE'","X'1DDB42EA55764BCC892351348F1F4184'",0.70,2024-04-03 16:46:17
"X'0AB086DEAF0B4B589465DFF18D1BB705'","X'98CC2B038E664125B0FF0BAAED648D24'",0.30,2024-04-07 15:14:26
"X'0ABE0541B49143CBBB085FDA82DF1210'","X'F2FD67702FDE438F9501DFCD50B8908F'",0.43,2024-04-02 11:15:22
"X'0AC487EC47354821882EF2E003DFA8C3'","X'8284BE8E5E73450DA9376190DC2E8E5C'",2.56,2024-04-08 20:43:41
"X'0AC5A428563A45B280C3FAFAD8EF913B'","X'0C5E2D8E14204FE9AF9F7A70C8A4E742'",0.62,2024-04-07 15:21:02
"X'0AF4CFA9F66543FAB3850F09FE2F6470'","X'4EDABABF83AB47F881550E12FB8002C8'",0.70,2024-04-03 19:54:17
"X'0B05381EDF084E318F50070EF4E0EE82'","X'1973D7C3169D4D74904B6B85A0D6F1FE'",0.15,2024-04-08 16:44:23
"X'0B088FA86F6047D496C0223BCF068B55'","X'281EC912C5C64B9AA8269E75849A6ED9'",1.59,2024-04-08 17:45:16
"X'0B16D2E96BF94C6B9950F3A7EE0F1E3C'","X'AF04ECE2B11847539AA039D04369E1C5'",1.32,2024-04-05 13:25:35
"X'0B21B634DCE341C2B0E39E4F5F3F80A3'","X'F354EEECFF2E43F3B2480D0DE2AC338C'",0.31,2024-04-08 12:58:17
"X'0B251ECA656B48E79C4CBAAEF79BB0FB'","X'E97F86C5ECEB48F9A2C7EB9344663B2E'",0.56,2024-04-08 20:13:40
"X'0B2DE7AEF5344C3A8C25ABBC6A55A6DF'","X'D8BFC1E0F4B64568B2A698D898E34B78'",0.15,2024-04-07 15:22:59
"X'0B310DB62A0F4BDAA209CFB5D9F47FF6'","X'8E32A49BFB7A483E9840A501B7363CFB'",0.30,2024-04-03 08:23:01
"X'0B33275056BA46F09BB784D2F37AEED9'","X'B73A8B9553FA4FEEB67985F14554FFFC'",5.43,2024-04-07 19:55:59
"X'0B3BFACB3EB042BB9B99C00C21AA79AD'","X'DA28151514634320ADCCBC621F9E9A48'",1.81,2024-04-07 22:14:29
"X'0B3E4693216247418E31E75D72B411E9'","X'4445E2CD41C3458B9BAA90505A2E7F5B'",0.38,2024-04-07 15:20:44
"X'0B422366B6E0491D8BA415C1B96BB55E'","X'F354EEECFF2E43F3B2480D0DE2AC338C'",0.30,2024-04-05 18:13:23
"X'0B4549AFF6EA4824BD5EE35ABD84D75F'","X'D116A2DCB06946CBA972D41613B14D0F'",0.63,2024-04-08 19:15:32
"X'0B5222EB1D134AD0B696BE895C65EC9B'","X'3FC5CAEA4DBA4E87939ED6521D7B1149'",0.50,2024-04-04 01:43:01
"X'0B598F2DBDC84E1EA31AF9940D81EB42'","X'34BCC0390C384828A4764C1550740883'",0.51,2024-04-04 18:41:48
"X'0B847E23D1724EC58F1C79F9EF7931A9'","X'0262BB736CBB4A9183C125172AA12B5D'",0.30,2024-04-08 19:46:53
"X'0B8C3B87D4F04DF4B006CC140FC39E8A'","X'75ECD4EBC57A48ED91239DB3D01E1AD9'",3.32,2024-04-08 18:41:05
"X'0B99908E26284052A4536F261ADA8A69'","X'2D0A90A2C3524D239E881577D0A961E5'",0.31,2024-04-07 22:58:23
"X'0BBD084D51C64A718B088CFB00EC7EB2'","X'F612FD19415C4A719536B664C676FA97'",0.40,2024-04-03 21:17:59
"X'0BC1F1DE4BB44A37B590A3BA08685223'","X'4DEF9449DC7E45709F2B2821388C9FE9'",4.07,2024-04-08 22:50:00
"X'0BC369516F234989B0FD2CFB41A69346'","X'42860377218E404BA5EB04A41AF93C02'",0.73,2024-04-08 19:47:22
"X'0BC435279CD64B8B8BC509E286F149E8'","X'7F74B24CBF644A6D8783F4AE13AA265E'",0.92,2024-04-07 22:58:14
"X'0BCC34F5E2344DCB86BBCDE509F261EB'","X'715BD8F8CEE4451E9CD3BC362950D207'",0.30,2024-04-07 22:58:46
"X'0BD20D5B2CF149ADACDE58566CDE611D'","X'FEB7C1F3F37E470B83C59E0BD4204E94'",7.07,2024-04-08 21:49:28
"X'0BDECF681AD1497596DF3765518DB080'","X'C247B771166548BD8CA97A44C53AF8B7'",3.25,2024-04-08 19:43:15
"X'0BE7EF2D5C3E4F05B6A4801D00FE2BDA'","X'D9C78A8EF08B44EF97D7787BE87A9284'",0.60,2024-04-06 17:32:40
"X'0BEB8DA49F934A56A81E7E5719A7F337'","X'A52DC033A5DD47A3AA8F70EF6A770729'",0.50,2024-04-07 17:46:16
"X'0BF32F4641BA44379EE2A0A41BB65ADC'","X'E382993DFCF841E7A1ACCDF209C9A665'",0.30,2024-04-07 18:38:29
"X'0BFCF74541D0420FAAB837A3C62F2916'","X'E6B91F9593354D6E9DBF7A77AB565BCB'",7.46,2024-04-08 21:50:17
"X'0C02227A2F864713B9DDEB39AC096481'","X'EBC0BEF88846463FA3CB30D14CD4F9FA'",0.90,2024-04-08 14:39:04
"X'0C0571F4FAFF47D38ED76AF3569D0EF8'","X'9E8634237A4F4D11AFAE83A4585C88A5'",0.41,2024-04-07 16:36:38
"X'0C227E6AC8A34468853A8452855743E8'","X'5EDF3A90F40E4201B210E1CFBB5B880D'",9.95,2024-04-09 13:22:27
"X'0C2A786DABBD4D86B5B9BAD8D1588D60'","X'8240898ABD604F42B998FFB2CEF116EF'",0.80,2024-04-07 16:39:15
"X'0C2C3A97944C4937A7A3ABA2177CC5EF'","X'C8D419CE51644B308C0F657A7DE6A698'",0.70,2024-04-05 13:03:24
"X'0C2FB24A14084565BA47B9EC2E750400'","X'D116A2DCB06946CBA972D41613B14D0F'",0.60,2024-04-07 21:42:30
"X'0C309B82DB884D9F949202A1649E8C41'","X'728A5DEEB211462C949231AF09011F72'",0.65,2024-04-03 08:36:04
"X'0C336B39571B46F799C8A7B616811781'","X'B54BA8BB06674756A635EFE977BCB153'",0.63,2024-04-07 15:20:08
"X'0C382FFEF01742B9AF213A4C60E4F27E'","X'759041C2F481401BA67F4F9FDABDE223'",2.71,2024-04-09 08:15:42
"X'0C3AF27335A94DBFBB2A40079B085612'","X'D116A2DCB06946CBA972D41613B14D0F'",3.07,2024-04-09 08:43:56
"X'0C3F1269280D4E83B7C92303CE828880'","X'E1DE90E185944E36B4D17117699246F8'",0.30,2024-04-07 13:28:46
"X'0C426EED0B4A4C4E9A334BECEE7DA56B'","X'798D01130A3F4A389536918926F66DFC'",0.60,2024-04-07 21:04:51
"X'0C48C0A1328B42D1A128526EF5CB135F'","X'30587DBB5D314C7BA65859B8B52098B5'",0.60,2024-04-03 08:34:28
"X'0C57539FD0E14C0983509DCF84EEE39A'","X'1C9E61CF2ABE480AADF3F73A94427801'",0.90,2024-04-08 23:07:55
"X'0C67A65C48E648238B898A6999FA11D0'","X'0BAE80CAFEE543E2981E9EF250DCA80E'",0.33,2024-03-31 16:58:42
"X'0C77DEA0AB824FCCBDDD8349ED412B72'","X'584DD29919AF4519A60C651FCE42F283'",0.30,2024-04-03 12:43:57
"X'0C783A98F54748BAA06997405D9F72EC'","X'BF71193B6A684839A261908A74EC8D6E'",0.44,2024-04-04 18:37:54
"X'0C876F301C324E8EBA2B5FD7AD484BC3'","X'FF017A2EB617426C85294A43F82BEF0B'",0.30,2024-04-03 14:21:47
"X'0C9AEC3288F145DEB20F1B0851D32611'","X'C94DD576BE6A470ABB5495DE3C0A28FA'",0.50,2024-04-07 18:44:02
"X'0C9E6C60BCE74B79B9D5088073D7D9AF'","X'E6D0A9AA9FC4453AA1F8F32586DB1911'",1.15,2024-04-07 22:13:23
"X'0CA9A3D1D4954646863D090667C7B5A0'","X'69A364F4B9D243909F8641E5F7F70C30'",0.40,2024-04-07 18:32:57
"X'0CB0FCE3BE804D29BD32A47883478C77'","X'DD3078B7D49D496B92877C7C58138FD0'",0.94,2024-04-06 17:37:38
"X'0CB6E028E64D487E89ED3FE60CB6180B'","X'8B547124E54149E38222F275E816CC1E'",0.30,2024-04-06 21:00:41
"X'0CB82295D5F246DAA319B4334F96C462'","X'5D32215E60144A63AEA1D0F958B9D579'",0.30,2024-04-08 20:02:48
"X'0CB847CD80684A9794EA5D39C3E8B47C'","X'0A4CA3B4C132403F8E1F5A8C7B96F01E'",0.60,2024-04-03 09:23:19
"X'0CBF5D0B3B724D569A4C066FB207C2C3'","X'066067827E614AFCB35E31FC55C71914'",0.40,2024-04-07 21:02:05
"X'0CD436B9A6D247E2A321E4259A7268DD'","X'A8ECF70D4D584D19AF0CF51D424BEC7F'",0.50,2024-04-07 18:48:36
"X'0CD96D0CD51447F89CC3FF03415BE377'","X'C9D664EAA4564952B17AA748ED51B6FF'",3.21,2024-04-08 18:39:18
"X'0CDB3EA512A44B9AA41432C921FA365A'","X'D6995560445840A492C594EA96045A2D'",0.74,2024-04-08 20:44:13
"X'0CF5D9AEA1C04066918BA5FE1A379F07'","X'2B954543225D4A239536DD2F3E11E2E9'",2.60,2024-04-09 08:03:44
"X'0D07A5647CD946CAB8093643A0A756C3'","X'5AA7A18D16734B4FA595C200FF486302'",0.50,2024-04-07 13:04:30
"X'0D08AB0558524D46AAF5E3D66660A31E'","X'400081C4B421474DA9B46805937EDFC3'",0.80,2024-04-07 17:09:59
"X'0D0CAC3F479C4E77A573AA6903FF6868'","X'F1A7F60CB2F84861914D08471F5373E6'",0.78,2024-03-31 16:58:10
"X'0D12CB0B72E647C689CACAC3726761FB'","X'DAB0E556FFE34063B3052B87910FC7A7'",0.63,2024-04-01 12:41:45
"X'0D14335C239743CA9241066CBBBD1047'","X'8F08CBA1E4944AA085F430F346D278F8'",0.35,2024-04-01 12:40:56
"X'0D14D04908CF4C0A8BBDD7993CAA0BF0'","X'4A7AA46DF5034DAB81EB25466D285309'",0.62,2024-04-07 16:57:09
"X'0D1684BEF961415385A22E347C18ED02'","X'75595B94CE08482EB6E64AAAC8841365'",0.60,2024-04-07 13:05:24
"X'0D1AF6D2A26F43DF9A622FC11F52BDE7'","X'278A89C47DFE48DA830117E1AF601A2A'",0.30,2024-04-03 13:05:04
"X'0D1E2C5F27654AC3B8ED44E84B18741C'","X'B8935A78207244F89BDEA49EEBE12ECB'",0.53,2024-04-04 18:52:26
"X'0D1EF47B57344780AB4D8E71CCF8A484'","X'C412AAC477CC4317A8DB120CCEC7209B'",0.90,2024-04-03 12:53:32
"X'0D2267998959407BB36EE2D109AE384C'","X'F7B5039AC1314184AD4CC8EE752B5FF2'",0.70,2024-04-07 16:56:08
"X'0D2B472C924F465298A9D6AC76C66BC4'","X'34BCC0390C384828A4764C1550740883'",0.83,2024-04-05 12:52:58
"X'0D2B75794FE44A3487D617335A518967'","X'2AE21D104FDD4B8CB40F60B4F9F79716'",0.91,2024-04-09 07:09:15
"X'0D2DC35DF6024ECC8D3663CD325F82F4'","X'5888541095D24CC79D1611D4B1A573E6'",0.69,2024-04-07 10:55:26
"X'0D37B71C36F94649BE19CADAC7A0EC22'","X'131BB395AEEA4EB4B400D7C12B153F6D'",1.86,2024-04-03 14:38:17
"X'0D4823A382724CC39DB99C7D62A554F1'","X'403AF5B525B2445F80A82ED70811E224'",0.44,2024-04-08 10:16:10
"X'0D590BC3B4B440379DCADDA5952A117E'","X'14E4000564D746A780ADF46F14A551AB'",0.51,2024-04-08 19:51:28
"X'0D60146B5F4F4F3A891DA201C448ABC2'","X'F612FD19415C4A719536B664C676FA97'",1.87,2024-04-05 16:38:36
"X'0D6AB50B94284DBAB004455068F6256E'","X'54D9977F534540C3B7D5E1236001D5A8'",0.93,2024-04-05 18:23:40
"X'0D6B94746663481684E308E2156C2F2A'","X'F76E8DF0D3084A88B2D72D8EEE20FA2E'",0.82,2024-04-08 20:57:20
"X'0D71D930F32B4D7089F49A278433C0A6'","X'5071190121CB41C0B05F47271ADD5B48'",1.74,2024-04-07 11:38:45
"X'0D816D1544CD432FA5AA8D67FB2D443A'","X'9E8634237A4F4D11AFAE83A4585C88A5'",0.49,2024-04-07 17:12:49
"X'0D8CE693CC1445A294522729B9F673B9'","X'8F08CBA1E4944AA085F430F346D278F8'",0.52,2024-04-02 14:59:26
"X'0D969B2682684FBD88C925F982EBE61F'","X'25A3E677735D473EA83633D9A89635CE'",0.40,2024-04-03 19:10:04
"X'0DA293D7F9E549B0B9093DB67455A11C'","X'2E0C0217C9664AC0B707DE2D8F4D241B'",0.40,2024-04-04 01:35:02
"X'0DA3D9ED3E93436C8D16806140F18BE9'","X'76FD6694CFC047609643E2593165CC7C'",0.60,2024-04-06 19:22:45
"X'0DA4B325BDED40AC950552C4692465F2'","X'E9CE7A5069F84EF4A0C9BFE38F454943'",0.40,2024-04-06 17:42:38
"X'0DAB2A9E5B864678866898B96E0B46EA'","X'2AA3E5C8687E43FE9B3F7C7F4410DC88'",1.03,2024-04-08 23:04:49
"X'0DB51EC2BD7B4E23872E0A0EFA6267EF'","X'69525B46780C459DBFEB1DB47B3C77D9'",0.93,2024-04-07 11:05:27
"X'0DB9854053CC4E29A5E464768BE5D315'","X'B58050829B6E4F189CEE727C4992C66F'",0.74,2024-04-03 20:56:43
"X'0DB9D3B3F3154641BF5009B0E8488EC1'","X'95E0F34CB02447E18BBBAFF76E524626'",0.40,2024-04-04 01:38:27
"X'0DBCB81702BE449CB7185D3F84023CAD'","X'5801DB5991484CE1A42798E953EA1EF8'",0.60,2024-04-01 23:44:48
"X'0DCDABD13A02499CBCFC9BE586589EBD'","X'0FDA4670E97844F0A3523DF60928B3EA'",0.41,2024-04-08 14:43:18
"X'0DCEAB85CEEF46598CC45E3F196F4FA0'","X'D4490E86E4944637A2A8D5098048AFD9'",2.73,2024-04-08 18:20:44
"X'0DD6E7A44DB245A8B0332B26C50941BC'","X'8FBC7E6C19B64AB284A16300A457BC42'",1.03,2024-04-09 08:04:18
"X'0DD703E88D9048F2A0562FEE224763EC'","X'2BEF916FC7C34700B8370B6FE2C4D12A'",0.71,2024-04-07 15:19:07
"X'0DE9D4BE834B432394982409571E7FEF'","X'8E7D5707CE894AA99B4FA9553C16BFA4'",0.90,2024-04-08 23:09:34
"X'0DF77B8531304F179B28B7B55A2E5E90'","X'7190D560BCDD4FAA89C27C1D58DF37CD'",0.56,2024-04-05 16:19:46
"X'0DFB0B192E5E4D0695E0B7DBD88CED9A'","X'F55AA1AD5F6444A685350ED3B9D75BE4'",0.70,2024-04-07 17:04:05
"X'0E003951D2A04B23B9E4D7CC86D1C254'","X'14E4000564D746A780ADF46F14A551AB'",0.38,2024-04-08 19:47:30
"X'0E046D690F254728932B4C5151ACAC43'","X'B7284E27B83B409B8BB4F7ABE998F8EF'",0.82,2024-04-07 23:40:27
"X'0E07EC28490642888C0B4FC3F90F709F'","X'7383854891A94BF8BE7299A17A50B213'",0.39,2024-04-08 14:36:44
"X'0E2565824DCB4D45885B18A0AD32D2BF'","X'A3938929347A41029A34620FD55E6B69'",0.40,2024-04-04 01:38:43
"X'0E26B6AA103F46CFB9ABED378DD6A44B'","X'C99705DC23554D6099290298AC74E001'",9.96,2024-04-08 23:09:35
"X'0E2DE441DB0745D89FFACBBAA2364DF6'","X'7D141A7B05154A63AD76D80D7ADD177C'",0.99,2024-04-05 16:14:54
"X'0E3AB79DE16540F480D26830131FB544'","X'7BA78DC0FB9B4C299395BE6A3C82B0D0'",3.26,2024-04-05 11:55:32
"X'0E4220CDFB1041B290D6CAB394CB42C2'","X'F7B5039AC1314184AD4CC8EE752B5FF2'",3.60,2024-04-08 22:57:27
"X'0E441E1B38A443DE998700947EABFFD1'","X'02E52A47530B454BA4B203C731EC3B3E'",0.50,2024-04-07 11:43:25
"X'0E4E44238D8342919D4F4FE3D1D5919E'","X'FBD4FF6BBA54411BB49C827F41FD6D42'",0.41,2024-04-08 20:46:21
"X'0E4E5E0781FF4B2D8E102C97F4E7738C'","X'D0DEAF28025441C081F878356FB02568'",0.80,2024-04-06 18:34:18
"X'0E4F977412C7417FA071DFD8DADAA5ED'","X'7F74B24CBF644A6D8783F4AE13AA265E'",8.93,2024-04-08 22:45:04
"X'0E52679B39F74FB3B1D464588A5D66B4'","X'C6A048F3BF8B468E8BDA8242413E108C'",0.32,2024-04-07 16:21:59
"X'0E5FE6F1D8764F2B90208B87DAE9355B'","X'A6031C78679D420786389F6D23BF0B1A'",2.41,2024-04-08 20:43:03
"X'0E69AEDCF3E746D38EC5D5B81287F829'","X'0C985B45667D44D2AA1F28CBEF8DC4E6'",3.85,2024-04-08 20:19:09
"X'0E81B1463FD345EAA68B644D4014D299'","X'20C0F166647343B389659F7A15C18A65'",0.80,2024-04-07 01:48:15
"X'0E81D3A72F6543D7B3FEDFEDEEBD406A'","X'C11082CA619142AB81F48273099588DC'",0.40,2024-04-07 21:32:09
"X'0E81EA179E81401CB434197ACD14B338'","X'F5EBABA15DD7423FB1748508570C6AAD'",0.30,2024-04-08 12:56:35
"X'0E892B0EC7D14AE38A81213A3D2BD34F'","X'5F87D854AF104232BD5BFDDFB9153579'",0.59,2024-04-07 20:42:26
"X'0E89CD92FDE44AB7AF63C197887D6245'","X'47C22DDE1D7B41EA81E19AFBF5908482'",0.80,2024-04-03 13:48:26
"X'0E8A86E4A1DD43229A3E99F65287D2D3'","X'1DDB42EA55764BCC892351348F1F4184'",0.71,2024-04-03 21:10:34
"X'0E8E14BABEE945B8955ECB722A411DD1'","X'7190D560BCDD4FAA89C27C1D58DF37CD'",2.56,2024-04-06 19:14:34
"X'0E99FF8F280741D886BDD845802ADF66'","X'24922F314830467D89F69491DF05494F'",0.70,2024-04-03 09:22:51
"X'0EA4747386CF4AE4A4646E68F43C5188'","X'574940853691496AB74D53988CA75488'",0.51,2024-04-07 15:20:50
"X'0EA9C44036E1451986408B3AEC5522DB'","X'E1DE90E185944E36B4D17117699246F8'",0.42,2024-04-08 18:45:59
"X'0EB9B5B3898748F8AB067F897F854A63'","X'2679BAEF21DD40D1BF70BBC4D02A4BFB'",0.61,2024-04-07 13:16:08
"X'0ECF46DB021543E8AD0428AA69E67FAA'","X'4B4B6423E37946EDBE214565A7AA9213'",0.60,2024-04-07 21:00:07
"X'0EEB61AC37E34907AA8F437620EF82EA'","X'FC0D69A06E8046F8ADC8C91E204BEECC'",0.50,2024-04-07 17:46:45
"X'0EF51621F1B24B97B41D56A5790622E2'","X'4D337187648F49308F6E5A5424598CE7'",0.35,2024-04-07 18:02:19
"X'0EF78A403B7D416A84ED1A9C325B6612'","X'75595B94CE08482EB6E64AAAC8841365'",0.60,2024-04-07 14:42:49
"X'0F05A16B8F0A426D9165D1B4F1AD4C09'","X'C743664871F74C03972CBB547CC1D79F'",0.70,2024-04-04 01:42:01
"X'0F110E5BBF9A4A3FB961AD46DDD163E7'","X'9C1F989FF6504B1483F34CF09715A510'",0.60,2024-04-07 15:02:25
"X'0F151DC390A84928BFCD9D35114150A4'","X'A07700B204E94B2DB54EDF5E2C9B19CE'",2.41,2024-04-08 23:19:50
"X'0F29C4B71E24406FAB7BFA876A2C8FBC'","X'7A67706395E34E5794A4E48C3058AF7E'",0.75,2024-04-07 19:26:46
"X'0F3A3DFEE6B541CAA3E12B0ADFD0C085'","X'E04D634E5F2F473A9FDEFA6C032F6013'",0.53,2024-04-07 15:19:22
"X'0F3AEFB9302B4E1AB1103877F81B66FF'","X'956038F47A9B470D9C92A07E43E06684'",2.15,2024-04-09 08:01:37
"X'0F3C442DBDC744B68028694B8D25C884'","X'5D32215E60144A63AEA1D0F958B9D579'",0.30,2024-04-08 12:48:45
"X'0F3C61248B7047B690F62A92B6DDA6DE'","X'4B4B6423E37946EDBE214565A7AA9213'",0.60,2024-04-07 17:52:15
"X'0F4D570B8661416B91AAF8518E81BBDB'","X'5801DB5991484CE1A42798E953EA1EF8'",0.60,2024-04-03 09:19:34
"X'0F6D202F360C437AB5A94744DED43513'","X'55DF2443654F4DF2BEB1E5A387C3A613'",0.53,2024-04-07 21:30:09
"X'0F6F2F48C30B4C89B472AFAFB0478D3F'","X'8282AB593B79497B82EAC7F2CF0BC9A7'",0.70,2024-04-07 13:05:15
